Term_ID,Term,p_value,intersection_size,avg_log2fc,intersecting_genes,calculated_intersection_count
GO:0016020,membrane,0.0006931117394547752,33,3.3295049920226587,"CD3E,IL32,CD3D,TRAC,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,CD7,EVL,RPS12,TRBC2,CD247,ARL4C,RPSA,GZMM,RPS18,CD2,NOSIP,ACAP1,HSPA8,LAT,TRBC1,CD27,NPM1,AAK1,SYNE2,CTSW,GYPC,LTB,SKAP1",33
GO:0030136,clathrin-coated vesicle,0.0009972333519581759,5,3.9014942407608033,"CD3D,CD3G,IL7R,HSPA8,AAK1",5
GO:0009897,external side of plasma membrane,0.001416316266698746,6,4.901412049929301,"CD3E,CD3D,CD3G,IL7R,CD2,CD27",6
GO:0030665,clathrin-coated vesicle membrane,0.0018201567579226655,4,4.327059596776962,"CD3D,CD3G,IL7R,HSPA8",4
GO:0005576,extracellular region,0.0025885637279136485,19,2.9013203445233797,"IL32,LCK,RPS3,IL7R,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,GZMM,RPS18,CD2,HSPA8,CD27,SPOCK2,SYNE2,CTSW,LTB",19
GO:0005829,cytosol,0.003286742510917635,22,2.309946184808558,"IL32,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,EVL,RPS12,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,NOSIP,HSPA8,NPM1,AAK1,SKAP1",22
GO:0098802,plasma membrane signaling receptor complex,0.0038440682074720456,5,4.703643417358398,"CD3E,CD3D,CD3G,CD247,SKAP1",5
GO:0030135,coated vesicle,0.0038440682074720456,5,3.9014942407608033,"CD3D,CD3G,IL7R,HSPA8,AAK1",5
GO:0030669,clathrin-coated endocytic vesicle membrane,0.0038440682074720456,3,5.302015781402588,"CD3D,CD3G,IL7R",3
GO:0030662,coated vesicle membrane,0.006136075567306981,4,4.327059596776962,"CD3D,CD3G,IL7R,HSPA8",4
GO:0045334,clathrin-coated endocytic vesicle,0.0062288250567676,3,5.302015781402588,"CD3D,CD3G,IL7R",3
GO:0005654,nucleoplasm,0.0062288250567676,18,2.359207179811266,"RPS3,IL7R,RPS29,RPS12,TCF7,RPS25,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,HSPA8,ETS1,RORA,NPM1,SYNE2,SKAP1",18
GO:0031982,vesicle,0.009369913215770827,17,2.6761562263264373,"CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,RPS18,ACAP1,HSPA8,AAK1,SYNE2,CTSW",17
GO:0015934,large ribosomal subunit,0.013171587330420667,3,1.1052847703297932,"RPL3,RPL23A,NPM1",3
GO:0098794,postsynapse,0.013603800401280458,6,1.857368290424347,"CD3E,RPS3,RPS25,RPS27,RPS18,HSPA8",6
GO:0045202,synapse,0.016226922274345395,9,1.7131652302212186,"CD3E,RPS3,RPS25,RPL23A,RPS27,RPS18,RPS21,HSPA8,AAK1",9
GO:0070062,extracellular exosome,0.016264428316500674,11,1.8738696358420632,"LCK,RPS3,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,RPS18,HSPA8,SYNE2",11
GO:1903561,extracellular vesicle,0.016264428316500674,11,1.8738696358420632,"LCK,RPS3,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,RPS18,HSPA8,SYNE2",11
GO:0065010,extracellular membrane-bounded organelle,0.016264428316500674,11,1.8738696358420632,"LCK,RPS3,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,RPS18,HSPA8,SYNE2",11
GO:0031981,nuclear lumen,0.016264428316500674,20,2.2354379117488863,"RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,HSPA8,ETS1,RORA,NPM1,SYNE2,SKAP1",20
GO:0043230,extracellular organelle,0.016264428316500674,11,1.8738696358420632,"LCK,RPS3,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,RPS18,HSPA8,SYNE2",11
GO:0098857,membrane microdomain,0.016296899153883302,4,3.5483996868133545,"LCK,LDHB,LAT,SKAP1",4
GO:0045121,membrane raft,0.016296899153883302,4,3.5483996868133545,"LCK,LDHB,LAT,SKAP1",4
GO:0014069,postsynaptic density,0.020979878957185005,4,1.126343846321106,"RPS3,RPS25,RPS27,RPS18",4
GO:0043195,terminal bouton,0.020979878957185005,2,1.8007119297981262,"HSPA8,AAK1",2
GO:0043235,receptor complex,0.020979878957185005,5,4.703643417358398,"CD3E,CD3D,CD3G,CD247,SKAP1",5
GO:0005615,extracellular space,0.020979878957185005,14,2.3439344508307323,"IL32,LCK,RPS3,RPS29,LDHB,RPL3,RPS25,RPL23A,RPSA,RPS18,HSPA8,SYNE2,CTSW,LTB",14
GO:0098575,lumenal side of lysosomal membrane,0.021391066389575806,1,1.4021910429000854,HSPA8,1
GO:0032279,asymmetric synapse,0.023141886321514295,4,1.126343846321106,"RPS3,RPS25,RPS27,RPS18",4
GO:0099572,postsynaptic specialization,0.025595647146916183,4,1.126343846321106,"RPS3,RPS25,RPS27,RPS18",4
GO:0022625,cytosolic large ribosomal subunit,0.028536816674040868,2,1.1215144991874695,"RPL3,RPL23A",2
GO:0098984,neuron to neuron synapse,0.028536816674040868,4,1.126343846321106,"RPS3,RPS25,RPS27,RPS18",4
GO:1990904,ribonucleoprotein complex,0.028536816674040868,12,1.1749368011951447,"RPS3,RPS29,RPL3,RPS12,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,HSPA8,NPM1",12
GO:0033001,Fc-gamma receptor III complex,0.028536816674040868,1,4.561601638793945,CD247,1
GO:0005791,rough endoplasmic reticulum,0.029352950332118117,2,1.2107555866241455,"RPS29,RPS21",2
GO:0030666,endocytic vesicle membrane,0.03270578773511142,3,5.302015781402588,"CD3D,CD3G,IL7R",3
GO:0005737,cytoplasm,0.03270578773511142,33,2.7805022470878833,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,EVL,RPS12,GIMAP7,CD247,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,ACAP1,HSPA8,ETS1,LAT,NPM1,AAK1,SYNE2,CTSW,GYPC,SKAP1",33
GO:0009986,cell surface,0.036741619491707435,6,4.901412049929301,"CD3E,CD3D,CD3G,IL7R,CD2,CD27",6
GO:0098562,cytoplasmic side of membrane,0.036741619491707435,3,3.615184744199117,"LCK,RPS29,CD2",3
GO:0005886,plasma membrane,0.038369487961622706,19,3.5565528806887174,"CD3E,CD3D,LCK,RPS3,CD3G,IL7R,CD7,CD247,ARL4C,RPSA,CD2,HSPA8,LAT,CD27,AAK1,SYNE2,GYPC,LTB,SKAP1",19
GO:0098556,cytoplasmic side of rough endoplasmic reticulum membrane,0.038369487961622706,1,1.411894679069519,RPS29,1
GO:0032040,small-subunit processome,0.038369487961622706,2,1.1269760727882385,"RPS12,RPS27",2
GO:0031252,cell leading edge,0.038369487961622706,4,2.3776644468307495,"RPS3,EVL,AAK1,SYNE2",4
GO:0043233,organelle lumen,0.038369487961622706,21,2.3528067214148387,"RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,HSPA8,ETS1,RORA,NPM1,SYNE2,CTSW,SKAP1",21
GO:0070013,intracellular organelle lumen,0.038369487961622706,21,2.3528067214148387,"RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,HSPA8,ETS1,RORA,NPM1,SYNE2,CTSW,SKAP1",21
GO:0031974,membrane-enclosed lumen,0.038369487961622706,21,2.3528067214148387,"RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,HSPA8,ETS1,RORA,NPM1,SYNE2,CTSW,SKAP1",21
GO:0071159,NF-kappaB complex,0.038369487961622706,1,1.2592203617095947,RPS3,1
GO:0032997,Fc receptor complex,0.038369487961622706,1,4.561601638793945,CD247,1
GO:0071944,cell periphery,0.04125510567187649,20,3.5592494308948517,"CD3E,CD3D,LCK,RPS3,CD3G,IL7R,CD7,CD247,ARL4C,RPSA,CD2,HSPA8,LAT,CD27,SPOCK2,AAK1,SYNE2,GYPC,LTB,SKAP1",20
GO:0001652,granular component,0.048537614576809766,1,1.072825312614441,NPM1,1
GO:0098797,plasma membrane protein complex,0.048537614576809766,5,4.703643417358398,"CD3E,CD3D,CD3G,CD247,SKAP1",5
GO:0005730,nucleolus,0.05187699528554738,9,1.5043398406770494,"RPS3,RPL3,RPS12,RPS25,RPL23A,RPS27,HSPA8,RORA,NPM1",9
GO:0061202,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane,0.05254129437010446,1,1.4021910429000854,HSPA8,1
GO:0061200,clathrin-sculpted gamma-aminobutyric acid transport vesicle,0.05254129437010446,1,1.4021910429000854,HSPA8,1
GO:0032991,protein-containing complex,0.0550851978475394,23,2.6481645470080166,"CD3E,CD3D,RPS3,CD3G,RPS29,LDHB,RPL3,RPS12,CD247,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,BCL11B,HSPA8,LAT,NPM1,SYNE2,SKAP1",23
GO:0030175,filopodium,0.0614017875556799,2,3.4007840156555176,"ARL4C,SYNE2",2
GO:0030684,preribosome,0.0614017875556799,2,1.1269760727882385,"RPS12,RPS27",2
GO:0005911,cell-cell junction,0.0614017875556799,4,4.235684871673584,"CD3E,CD2,LAT,SKAP1",4
GO:0043228,membraneless organelle,0.06200417721167903,20,2.0386993050575257,"LCK,RPS3,RPS29,RPL3,EVL,RPS12,GIMAP7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,BCL11B,HSPA8,ETS1,RORA,NPM1,SYNE2,GYPC",20
GO:0043232,intracellular membraneless organelle,0.06200417721167903,20,2.0386993050575257,"LCK,RPS3,RPS29,RPL3,EVL,RPS12,GIMAP7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,BCL11B,HSPA8,ETS1,RORA,NPM1,SYNE2,GYPC",20
GO:0106083,nuclear membrane protein complex,0.06200417721167903,1,3.710944414138794,SYNE2,1
GO:0043679,axon terminus,0.06200417721167903,2,1.8007119297981262,"HSPA8,AAK1",2
GO:0034993,meiotic nuclear membrane microtubule tethering complex,0.06200417721167903,1,3.710944414138794,SYNE2,1
GO:0106094,nuclear membrane microtubule tethering complex,0.06200417721167903,1,3.710944414138794,SYNE2,1
GO:0034992,microtubule organizing center attachment site,0.06200417721167903,1,3.710944414138794,SYNE2,1
GO:0060198,clathrin-sculpted vesicle,0.06673065949255887,1,1.4021910429000854,HSPA8,1
GO:1990907,beta-catenin-TCF complex,0.06878237247459895,1,4.028983116149902,TCF7,1
GO:0099524,postsynaptic cytosol,0.06878237247459895,1,1.4021910429000854,HSPA8,1
GO:0099523,presynaptic cytosol,0.06878237247459895,1,1.4021910429000854,HSPA8,1
GO:0000974,Prp19 complex,0.06878237247459895,1,1.4021910429000854,HSPA8,1
GO:0031089,platelet dense granule lumen,0.07228059549054419,1,4.700182914733887,CTSW,1
GO:0044306,neuron projection terminus,0.07228059549054419,2,1.8007119297981262,"HSPA8,AAK1",2
GO:0031616,spindle pole centrosome,0.07647919720031716,1,1.072825312614441,NPM1,1
GO:0030139,endocytic vesicle,0.08053491562995516,3,5.302015781402588,"CD3D,CD3G,IL7R",3
GO:0098554,cytoplasmic side of endoplasmic reticulum membrane,0.08456466950398095,1,1.411894679069519,RPS29,1
GO:0031527,filopodium membrane,0.0884585033791045,1,3.710944414138794,SYNE2,1
GO:0099522,cytosolic region,0.09701919569195679,1,1.4021910429000854,HSPA8,1
GO:0012505,endomembrane system,0.09851812743474377,15,2.7994874318440757,"CD3E,RPS3,RPS29,RPS12,GIMAP7,CD247,RPS21,CD2,NOSIP,ACAP1,HSPA8,LAT,AAK1,SYNE2,CTSW",15
GO:0042827,platelet dense granule,0.09958303020072401,1,4.700182914733887,CTSW,1
GO:0005794,Golgi apparatus,0.10027403601950569,7,3.460343139512198,"CD3E,RPS12,GIMAP7,CD247,CD2,NOSIP,LAT",7
GO:0000242,pericentriolar material,0.10096724076724942,1,4.782388210296631,LCK,1
GO:0031258,lamellipodium membrane,0.10096724076724942,1,3.710944414138794,SYNE2,1
GO:0009898,cytoplasmic side of plasma membrane,0.10713329003128201,2,4.716829776763916,"LCK,CD2",2
GO:0098796,membrane protein complex,0.10713329003128201,6,4.538193583488464,"CD3E,CD3D,CD3G,CD247,SYNE2,SKAP1",6
GO:0031256,leading edge membrane,0.11384177952634078,2,2.4850823879241943,"RPS3,SYNE2",2
GO:0030867,rough endoplasmic reticulum membrane,0.11411003334183252,1,1.411894679069519,RPS29,1
GO:0016514,SWI/SNF complex,0.12985952375111853,1,4.691773414611816,BCL11B,1
GO:0005640,nuclear outer membrane,0.13274452541332704,1,3.710944414138794,SYNE2,1
GO:0030027,lamellipodium,0.13535610240917492,2,3.026102304458618,"EVL,SYNE2",2
GO:0008180,COP9 signalosome,0.14642517097374716,1,3.8509678840637207,LAT,1
GO:0098588,bounding membrane of organelle,0.1475036742902564,8,3.397752493619919,"CD3D,CD3G,IL7R,RPS29,NOSIP,ACAP1,HSPA8,SYNE2",8
GO:0098576,lumenal side of membrane,0.1476248491882258,1,1.4021910429000854,HSPA8,1
GO:0098858,actin-based cell projection,0.15706198680094438,2,3.4007840156555176,"ARL4C,SYNE2",2
GO:0101031,protein folding chaperone complex,0.16386537117598887,1,1.4021910429000854,HSPA8,1
GO:0120025,plasma membrane bounded cell projection,0.16386537117598887,8,2.991486147046089,"CD3E,RPS3,EVL,ARL4C,BCL11B,HSPA8,AAK1,SYNE2",8
GO:0033017,sarcoplasmic reticulum membrane,0.17253678275066814,1,3.710944414138794,SYNE2,1
GO:0030659,cytoplasmic vesicle membrane,0.19723044993133038,5,3.876973032951355,"CD3D,CD3G,IL7R,ACAP1,HSPA8",5
GO:0042995,cell projection,0.19830475012946072,8,2.991486147046089,"CD3E,RPS3,EVL,ARL4C,BCL11B,HSPA8,AAK1,SYNE2",8
GO:0012506,vesicle membrane,0.20090760965997567,5,3.876973032951355,"CD3D,CD3G,IL7R,ACAP1,HSPA8",5
GO:0150034,distal axon,0.21072213926670313,2,1.8007119297981262,"HSPA8,AAK1",2
GO:0005783,endoplasmic reticulum,0.21994813572784694,7,2.7915923254830495,"CD3E,RPS3,RPS29,GIMAP7,RPS21,SYNE2,CTSW",7
GO:1990204,oxidoreductase complex,0.25389749213666096,1,2.3563857078552246,LDHB,1
GO:0034774,secretory granule lumen,0.25623669991739695,2,3.051186978816986,"HSPA8,CTSW",2
GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,0.25623669991739695,1,4.782388210296631,LCK,1
GO:0031983,vesicle lumen,0.2569904248701975,2,3.051186978816986,"HSPA8,CTSW",2
GO:0060205,cytoplasmic vesicle lumen,0.2569904248701975,2,3.051186978816986,"HSPA8,CTSW",2
GO:0016529,sarcoplasmic reticulum,0.2637880643385158,1,3.710944414138794,SYNE2,1
GO:0005905,clathrin-coated pit,0.2637880643385158,1,2.199232816696167,AAK1,1
GO:0001725,stress fiber,0.2864674911540305,1,2.3412601947784424,EVL,1
GO:0031253,cell projection membrane,0.2864674911540305,2,2.4850823879241943,"RPS3,SYNE2",2
GO:0097517,contractile actin filament bundle,0.2864674911540305,1,2.3412601947784424,EVL,1
GO:0005581,collagen trimer,0.29786901250938236,1,1.0248421430587769,RPS18,1
GO:0042641,actomyosin,0.3014473457713582,1,2.3412601947784424,EVL,1
GO:0070603,SWI/SNF superfamily-type complex,0.30258290836574514,1,4.691773414611816,BCL11B,1
GO:0032432,actin filament bundle,0.30258290836574514,1,2.3412601947784424,EVL,1
GO:0016528,sarcoplasm,0.30312914736871555,1,3.710944414138794,SYNE2,1
GO:0043202,lysosomal lumen,0.30980214555781926,1,1.4021910429000854,HSPA8,1
GO:0032587,ruffle membrane,0.30980214555781926,1,1.2592203617095947,RPS3,1
GO:0055038,recycling endosome membrane,0.3170034342410977,1,2.076626777648926,ACAP1,1
GO:0005811,lipid droplet,0.3170034342410977,1,2.212644100189209,GIMAP7,1
GO:0043229,intracellular organelle,0.3170034342410977,35,2.8374492917742047,"CD3E,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,EVL,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,RORA,NPM1,AAK1,SYNE2,CTSW,GYPC,SKAP1",35
GO:0030863,cortical cytoskeleton,0.31962114543549275,1,1.9855211973190308,GYPC,1
GO:0005776,autophagosome,0.3252637156306766,1,1.4021910429000854,HSPA8,1
GO:0042470,melanosome,0.32579863775042955,1,1.4021910429000854,HSPA8,1
GO:0048770,pigment granule,0.32579863775042955,1,1.4021910429000854,HSPA8,1
GO:0044853,plasma membrane raft,0.32862901271431644,1,3.203856945037842,SKAP1,1
GO:0031090,organelle membrane,0.33744061357496413,10,3.079762601852417,"CD3D,RPS3,CD3G,IL7R,RPS29,LDHB,NOSIP,ACAP1,HSPA8,SYNE2",10
GO:0005819,spindle,0.34348129093022806,2,1.1660228371620178,"RPS3,NPM1",2
GO:1904813,ficolin-1-rich granule lumen,0.34668697068940607,1,1.4021910429000854,HSPA8,1
GO:0043231,intracellular membrane-bounded organelle,0.34684638450408667,32,2.8187986128032207,"CD3E,CD3D,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,RORA,NPM1,AAK1,SYNE2,CTSW,SKAP1",32
GO:1904949,ATPase complex,0.3492059472144509,1,4.691773414611816,BCL11B,1
GO:0005634,nucleus,0.3492059472144509,23,2.4496575282967608,"RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,SYNE2,SKAP1",23
GO:0019897,extrinsic component of plasma membrane,0.3492129735784181,1,4.782388210296631,LCK,1
GO:0031410,cytoplasmic vesicle,0.35332651169410845,7,3.754897270883833,"CD3D,CD3G,IL7R,ACAP1,HSPA8,AAK1,CTSW",7
GO:0097708,intracellular vesicle,0.35371411037210165,7,3.754897270883833,"CD3D,CD3G,IL7R,ACAP1,HSPA8,AAK1,CTSW",7
GO:0030018,Z disc,0.35383501640747256,1,3.710944414138794,SYNE2,1
GO:0072562,blood microparticle,0.35835541419926875,1,1.4021910429000854,HSPA8,1
GO:0031674,I band,0.38287474239828334,1,3.710944414138794,SYNE2,1
GO:0005743,mitochondrial inner membrane,0.3928928121747397,2,1.8078030347824097,"RPS3,LDHB",2
GO:0043005,neuron projection,0.4036395017960796,4,3.3824601471424103,"CD3E,BCL11B,HSPA8,AAK1",4
GO:0043197,dendritic spine,0.4242811432258347,1,5.236643314361572,CD3E,1
GO:0000922,spindle pole,0.428367013894518,1,1.072825312614441,NPM1,1
GO:0005775,vacuolar lumen,0.428367013894518,1,1.4021910429000854,HSPA8,1
GO:0044309,neuron spine,0.428367013894518,1,5.236643314361572,CD3E,1
GO:0019866,organelle inner membrane,0.4314307130770447,2,1.8078030347824097,"RPS3,LDHB",2
GO:0072686,mitotic spindle,0.4314307130770447,1,1.2592203617095947,RPS3,1
GO:0101002,ficolin-1-rich granule,0.4314307130770447,1,1.4021910429000854,HSPA8,1
GO:0001726,ruffle,0.4314307130770447,1,1.2592203617095947,RPS3,1
GO:0098793,presynapse,0.43344142311811124,2,1.8007119297981262,"HSPA8,AAK1",2
GO:0110165,cellular anatomical structure,0.45732201573707926,44,3.1100391041148794,"CD3E,IL32,CD3D,TRAC,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,CD7,EVL,RPS12,GIMAP7,TRBC2,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,TRBC1,CD27,RORA,NPM1,SPOCK2,AAK1,SYNE2,CTSW,GYPC,LTB,SKAP1",44
GO:0055037,recycling endosome,0.45732201573707926,1,2.076626777648926,ACAP1,1
GO:0005681,spliceosomal complex,0.45893643332391204,1,1.4021910429000854,HSPA8,1
GO:0043227,membrane-bounded organelle,0.45893643332391204,33,2.878301327878779,"CD3E,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,RORA,NPM1,AAK1,SYNE2,CTSW,SKAP1",33
GO:0019898,extrinsic component of membrane,0.463325801892278,1,4.782388210296631,LCK,1
GO:0097447,dendritic tree,0.4694158659079873,2,3.319417178630829,"CD3E,HSPA8",2
GO:0030017,sarcomere,0.4694158659079873,1,3.710944414138794,SYNE2,1
GO:0030425,dendrite,0.4694158659079873,2,3.319417178630829,"CD3E,HSPA8",2
GO:0005856,cytoskeleton,0.4694158659079873,6,2.5253599484761557,"LCK,RPS3,EVL,NPM1,SYNE2,GYPC",6
GO:0043226,organelle,0.47716028810786126,35,2.8374492917742047,"CD3E,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,EVL,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,RORA,NPM1,AAK1,SYNE2,CTSW,GYPC,SKAP1",35
GO:0030424,axon,0.4883776232936368,2,1.8007119297981262,"HSPA8,AAK1",2
GO:0032993,protein-DNA complex,0.49438684415070744,1,1.072825312614441,NPM1,1
GO:0030016,myofibril,0.4947630067089038,1,3.710944414138794,SYNE2,1
GO:0090575,RNA polymerase II transcription regulator complex,0.5039398616109259,1,4.028983116149902,TCF7,1
GO:0019867,outer membrane,0.5039398616109259,1,3.710944414138794,SYNE2,1
GO:0043292,contractile muscle fiber,0.5039398616109259,1,3.710944414138794,SYNE2,1
GO:0031968,organelle outer membrane,0.5039398616109259,1,3.710944414138794,SYNE2,1
GO:0045111,intermediate filament cytoskeleton,0.5039398616109259,1,3.710944414138794,SYNE2,1
GO:0005813,centrosome,0.535086176562223,2,2.927606761455536,"LCK,NPM1",2
GO:0140513,nuclear protein-containing complex,0.5500519419461585,6,3.157346705595652,"RPS3,TCF7,BCL11B,HSPA8,LAT,SYNE2",6
GO:0031965,nuclear membrane,0.5673749312208923,1,3.710944414138794,SYNE2,1
GO:0031966,mitochondrial membrane,0.5673749312208923,2,1.8078030347824097,"RPS3,LDHB",2
GO:0098590,plasma membrane region,0.5673749312208923,3,2.7246739069620767,"RPS3,SYNE2,SKAP1",3
GO:0005938,cell cortex,0.5673749312208923,1,1.9855211973190308,GYPC,1
GO:0031967,organelle envelope,0.580358645994386,3,2.442183494567871,"RPS3,LDHB,SYNE2",3
GO:0005740,mitochondrial envelope,0.5919046149475771,2,1.8078030347824097,"RPS3,LDHB",2
GO:0036477,somatodendritic compartment,0.606276319374996,2,3.319417178630829,"CD3E,HSPA8",2
GO:0005622,intracellular anatomical structure,0.6100151699467706,36,2.9106347958246865,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,EVL,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,RORA,NPM1,AAK1,SYNE2,CTSW,GYPC,SKAP1",36
GO:0000785,chromatin,0.6108843192042085,3,3.880662123362223,"BCL11B,ETS1,RORA",3
GO:0005815,microtubule organizing center,0.6130244756331664,2,2.927606761455536,"LCK,NPM1",2
GO:0015630,microtubule cytoskeleton,0.6229793940043677,3,2.371477961540222,"LCK,RPS3,NPM1",3
GO:0030141,secretory granule,0.6229793940043677,2,3.051186978816986,"HSPA8,CTSW",2
GO:0016604,nuclear body,0.6229793940043677,2,2.5509042143821716,"TCF7,NPM1",2
GO:0016607,nuclear speck,0.6531670959287873,1,1.072825312614441,NPM1,1
GO:0005765,lysosomal membrane,0.6727037299797374,1,1.4021910429000854,HSPA8,1
GO:0098852,lytic vacuole membrane,0.6727037299797374,1,1.4021910429000854,HSPA8,1
GO:0005774,vacuolar membrane,0.7079294660178052,1,1.4021910429000854,HSPA8,1
GO:0005759,mitochondrial matrix,0.7087965200288604,1,1.2592203617095947,RPS3,1
GO:0099503,secretory vesicle,0.7087965200288604,2,3.051186978816986,"HSPA8,CTSW",2
GO:0005635,nuclear envelope,0.7087965200288604,1,3.710944414138794,SYNE2,1
GO:0005667,transcription regulator complex,0.7150850388480806,1,4.028983116149902,TCF7,1
GO:0015629,actin cytoskeleton,0.7150850388480806,1,2.3412601947784424,EVL,1
GO:0005739,mitochondrion,0.7313633207660766,3,2.442183494567871,"RPS3,LDHB,SYNE2",3
