Term_ID,Term,p_value,intersection_size,avg_log2fc,intersecting_genes,calculated_intersection_count
GO:0140545,ATP-dependent protein disaggregase activity,0.08555625772359236,1,1.4021910429000854,HSPA8,1
GO:0004459,L-lactate dehydrogenase activity,0.08555625772359236,1,2.3563857078552246,LDHB,1
GO:0004457,lactate dehydrogenase activity,0.09417709984820426,1,2.3563857078552246,LDHB,1
GO:0008013,beta-catenin binding,0.09417709984820426,2,4.167252540588379,"TCF7,RORA",2
GO:0042609,CD4 receptor binding,0.09677211288164278,1,4.782388210296631,LCK,1
GO:0070181,small ribosomal subunit rRNA binding,0.09677211288164278,1,1.2592203617095947,RPS3,1
GO:0035612,AP-2 adaptor complex binding,0.09677211288164278,1,2.199232816696167,AAK1,1
GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity,0.09677211288164278,1,1.2592203617095947,RPS3,1
GO:0032357,oxidized purine DNA binding,0.10610832603896204,1,1.2592203617095947,RPS3,1
GO:0043022,ribosome binding,0.10731217757480731,2,1.2460885047912598,"RPSA,NPM1",2
GO:0005522,profilin binding,0.10731217757480731,1,2.3412601947784424,EVL,1
GO:0030957,Tat protein binding,0.10731217757480731,1,1.072825312614441,NPM1,1
GO:0032356,oxidized DNA binding,0.10731217757480731,1,1.2592203617095947,RPS3,1
GO:0051082,unfolded protein binding,0.11518081331204659,2,1.2375081777572632,"HSPA8,NPM1",2
GO:0001221,transcription coregulator binding,0.11964952066308988,2,3.4751064777374268,"ETS1,RORA",2
GO:0097159,organic cyclic compound binding,0.11964952066308988,22,2.140263692899184,"LCK,RPS3,RPS29,LDHB,RPL3,RPS12,GIMAP7,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,NOSIP,BCL11B,HSPA8,ETS1,RORA,NPM1,AAK1",22
GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,0.1277384658724747,1,1.2592203617095947,RPS3,1
GO:1990782,protein tyrosine kinase binding,0.12781713497691158,2,4.606436491012573,"CD247,CD2",2
GO:0140776,protein-containing complex destabilizing activity,0.13415928964905524,1,1.4021910429000854,HSPA8,1
GO:0051087,protein-folding chaperone binding,0.13415928964905524,2,1.33070570230484,"RPS3,HSPA8",2
GO:0043024,ribosomal small subunit binding,0.13415928964905524,1,1.072825312614441,NPM1,1
GO:0043023,ribosomal large subunit binding,0.13415928964905524,1,1.072825312614441,NPM1,1
GO:0019903,protein phosphatase binding,0.13415928964905524,2,3.9931225776672363,"LCK,SKAP1",2
GO:0003676,nucleic acid binding,0.13415928964905524,17,1.9085015759748571,"RPS3,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,NOSIP,BCL11B,HSPA8,ETS1,RORA,NPM1",17
GO:0008134,transcription factor binding,0.13415928964905524,4,2.3205646574497223,"RPS3,ETS1,RORA,NPM1",4
GO:0008191,metalloendopeptidase inhibitor activity,0.13415928964905524,1,3.6104838848114014,SPOCK2,1
GO:0008142,oxysterol binding,0.13415928964905524,1,4.3055219650268555,RORA,1
GO:0016004,phospholipase activator activity,0.13415928964905524,1,4.782388210296631,LCK,1
GO:0031072,heat shock protein binding,0.13415928964905524,2,1.33070570230484,"RPS3,HSPA8",2
GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,0.14667821086915683,1,3.6145102977752686,CD27,1
GO:0060229,lipase activator activity,0.15674263008317882,1,4.782388210296631,LCK,1
GO:0004888,transmembrane signaling receptor activity,0.15674263008317882,6,4.886467099189758,"CD3E,CD3D,CD3G,IL7R,CD247,CD27",6
GO:0043021,ribonucleoprotein complex binding,0.1661408162446376,2,1.2460885047912598,"RPSA,NPM1",2
GO:0043274,phospholipase binding,0.1661408162446376,1,4.782388210296631,LCK,1
GO:0023026,MHC class II protein complex binding,0.17060878345153677,1,1.4021910429000854,HSPA8,1
GO:0043548,phosphatidylinositol 3-kinase binding,0.17493176557882623,1,4.782388210296631,LCK,1
GO:0005112,Notch binding,0.1791160921906961,1,2.199232816696167,AAK1,1
GO:0043236,laminin binding,0.18976506125402953,1,1.4193516969680786,RPSA,1
GO:0019902,phosphatase binding,0.19210770123022808,2,3.9931225776672363,"LCK,SKAP1",2
GO:0051059,NF-kappaB binding,0.1972838122432219,1,1.072825312614441,NPM1,1
GO:0140662,ATP-dependent protein folding chaperone,0.2008699329404479,1,1.4021910429000854,HSPA8,1
GO:0005164,tumor necrosis factor receptor binding,0.20434682566530885,1,2.0302059650421143,LTB,1
GO:0023023,MHC protein complex binding,0.20771888302047473,1,1.4021910429000854,HSPA8,1
GO:0140693,molecular condensate scaffold activity,0.20825013304577447,1,1.072825312614441,NPM1,1
GO:0140597,protein carrier chaperone,0.20825013304577447,1,1.4021910429000854,HSPA8,1
GO:0044390,ubiquitin-like protein conjugating enzyme binding,0.22023882496942138,1,1.2592203617095947,RPS3,1
GO:0043495,protein-membrane adaptor activity,0.22023882496942138,1,3.710944414138794,SYNE2,1
GO:0000976,transcription cis-regulatory region binding,0.22660480596793467,6,3.0005025267601013,"RPS3,TCF7,BCL11B,ETS1,RORA,NPM1",6
GO:0001067,transcription regulatory region nucleic acid binding,0.22660480596793467,6,3.0005025267601013,"RPS3,TCF7,BCL11B,ETS1,RORA,NPM1",6
GO:0140297,DNA-binding transcription factor binding,0.22660480596793467,3,1.658912221590678,"RPS3,ETS1,NPM1",3
GO:0004520,DNA endonuclease activity,0.22862400338524208,1,1.2592203617095947,RPS3,1
GO:0043028,cysteine-type endopeptidase regulator activity involved in apoptotic process,0.22862400338524208,1,3.6145102977752686,CD27,1
GO:0001046,core promoter sequence-specific DNA binding,0.2312184272731191,1,1.072825312614441,NPM1,1
GO:0043014,alpha-tubulin binding,0.235906457313217,1,3.090623617172241,ARL4C,1
GO:0004715,non-membrane spanning protein tyrosine kinase activity,0.235906457313217,1,4.782388210296631,LCK,1
GO:0005125,cytokine activity,0.235906457313217,2,3.7511667013168335,"IL32,LTB",2
GO:0051879,Hsp90 protein binding,0.235906457313217,1,1.2592203617095947,RPS3,1
GO:1990837,sequence-specific double-stranded DNA binding,0.23789108044170548,6,3.0005025267601013,"RPS3,TCF7,BCL11B,ETS1,RORA,NPM1",6
GO:0001223,transcription coactivator binding,0.23789108044170548,1,4.3055219650268555,RORA,1
GO:0001784,phosphotyrosine residue binding,0.23789108044170548,1,4.782388210296631,LCK,1
GO:0032813,tumor necrosis factor receptor superfamily binding,0.24226332686500085,1,2.0302059650421143,LTB,1
GO:0140313,molecular sequestering activity,0.24226332686500085,1,2.6743156909942627,NOSIP,1
GO:0030544,Hsp70 protein binding,0.24436651991811967,1,1.2592203617095947,RPS3,1
GO:0051287,NAD binding,0.2529403967592281,1,2.3563857078552246,LDHB,1
GO:0005488,binding,0.2529403967592281,40,2.976290076971054,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,CD7,EVL,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,CD27,RORA,NPM1,SPOCK2,AAK1,SYNE2,GYPC,LTB,SKAP1",40
GO:0051018,protein kinase A binding,0.2529403967592281,1,1.2592203617095947,RPS3,1
GO:0050839,cell adhesion molecule binding,0.25405626358583905,3,1.2956569194793701,"RPL23A,RPSA,HSPA8",3
GO:0030374,nuclear receptor coactivator activity,0.2584884651060764,1,2.644690990447998,ETS1,1
GO:0003690,double-stranded DNA binding,0.26365637854405927,6,3.0005025267601013,"RPS3,TCF7,BCL11B,ETS1,RORA,NPM1",6
GO:0004879,nuclear receptor activity,0.26365637854405927,1,4.3055219650268555,RORA,1
GO:0098531,ligand-activated transcription factor activity,0.26365637854405927,1,4.3055219650268555,RORA,1
GO:0043565,sequence-specific DNA binding,0.26365637854405927,6,3.0005025267601013,"RPS3,TCF7,BCL11B,ETS1,RORA,NPM1",6
GO:0045309,protein phosphorylated amino acid binding,0.26365637854405927,1,4.782388210296631,LCK,1
GO:0003713,transcription coactivator activity,0.2650825696360705,2,1.8587581515312195,"ETS1,NPM1",2
GO:0044183,protein folding chaperone,0.265903181983824,1,1.4021910429000854,HSPA8,1
GO:0004536,DNA nuclease activity,0.26742989195046113,1,1.2592203617095947,RPS3,1
GO:0030234,enzyme regulator activity,0.27027923484698596,5,3.0313668966293337,"LCK,ACAP1,CD27,NPM1,SPOCK2",5
GO:0098631,cell adhesion mediator activity,0.2756489863780495,1,1.4193516969680786,RPSA,1
GO:0032934,sterol binding,0.2756489863780495,1,4.3055219650268555,RORA,1
GO:0098772,molecular function regulator activity,0.2848311993146694,7,3.237023983682905,"IL32,LCK,ACAP1,CD27,NPM1,SPOCK2,LTB",7
GO:0051536,iron-sulfur cluster binding,0.28860972066421414,1,1.2592203617095947,RPS3,1
GO:0008092,cytoskeletal protein binding,0.28860972066421414,4,2.600512146949768,"RPS3,EVL,ARL4C,SYNE2",4
GO:0051540,metal cluster binding,0.28860972066421414,1,1.2592203617095947,RPS3,1
GO:0003924,GTPase activity,0.28860972066421414,2,2.651633858680725,"GIMAP7,ARL4C",2
GO:0001618,virus receptor activity,0.28860972066421414,1,1.4193516969680786,RPSA,1
GO:0003684,damaged DNA binding,0.28860972066421414,1,1.2592203617095947,RPS3,1
GO:0045296,cadherin binding,0.28860972066421414,2,1.2338095307350159,"RPL23A,HSPA8",2
GO:0030971,receptor tyrosine kinase binding,0.28860972066421414,1,4.651271343231201,CD2,1
GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,0.28860972066421414,5,3.3860379695892333,"RPS3,TCF7,BCL11B,ETS1,RORA",5
GO:0140272,exogenous protein binding,0.28860972066421414,1,1.4193516969680786,RPSA,1
GO:0016835,carbon-oxygen lyase activity,0.28860972066421414,1,1.2592203617095947,RPS3,1
GO:0019210,kinase inhibitor activity,0.28860972066421414,1,1.072825312614441,NPM1,1
GO:0004860,protein kinase inhibitor activity,0.28860972066421414,1,1.072825312614441,NPM1,1
GO:0051117,ATPase binding,0.29711649414678337,1,4.782388210296631,LCK,1
GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,0.29711649414678337,2,1.8587581515312195,"ETS1,NPM1",2
GO:0004197,cysteine-type endopeptidase activity,0.2980166515018052,1,4.700182914733887,CTSW,1
GO:0051219,phosphoprotein binding,0.3241895028655787,1,4.782388210296631,LCK,1
GO:0140104,molecular carrier activity,0.3279081137127377,1,1.4021910429000854,HSPA8,1
GO:0042803,protein homodimerization activity,0.3334602304425819,3,2.6156903505325317,"GIMAP7,CD247,NPM1",3
GO:0017111,ribonucleoside triphosphate phosphatase activity,0.3334602304425819,3,2.2351529200871787,"GIMAP7,ARL4C,HSPA8",3
GO:0005525,GTP binding,0.3334602304425819,2,2.651633858680725,"GIMAP7,ARL4C",2
GO:0015631,tubulin binding,0.3334602304425819,2,2.174921989440918,"RPS3,ARL4C",2
GO:0004896,cytokine receptor activity,0.3334602304425819,1,5.389932155609131,IL7R,1
GO:0004175,endopeptidase activity,0.3334602304425819,2,4.871994733810425,"GZMM,CTSW",2
GO:0004857,enzyme inhibitor activity,0.3334602304425819,2,2.341654598712921,"NPM1,SPOCK2",2
GO:0004722,protein serine/threonine phosphatase activity,0.33822184848239345,1,4.782388210296631,LCK,1
GO:0140677,molecular function activator activity,0.33822184848239345,4,3.590337097644806,"IL32,LCK,ACAP1,LTB",4
GO:0005496,steroid binding,0.33861934212544453,1,4.3055219650268555,RORA,1
GO:0019001,guanyl nucleotide binding,0.34169068628503957,2,2.651633858680725,"GIMAP7,ARL4C",2
GO:0032561,guanyl ribonucleotide binding,0.34169068628503957,2,2.651633858680725,"GIMAP7,ARL4C",2
GO:0017076,purine nucleotide binding,0.3586351785110958,6,2.673910915851593,"LCK,LDHB,GIMAP7,ARL4C,HSPA8,AAK1",6
GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,0.3586351785110958,4,3.917742371559143,"TCF7,BCL11B,ETS1,RORA",4
GO:0016817,"hydrolase activity, acting on acid anhydrides",0.3586351785110958,3,2.2351529200871787,"GIMAP7,ARL4C,HSPA8",3
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.3586351785110958,3,2.2351529200871787,"GIMAP7,ARL4C,HSPA8",3
GO:0016462,pyrophosphatase activity,0.3586351785110958,3,2.2351529200871787,"GIMAP7,ARL4C,HSPA8",3
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.36218248847806656,1,2.3563857078552246,LDHB,1
GO:0000987,cis-regulatory region sequence-specific DNA binding,0.36585483263894375,4,3.917742371559143,"TCF7,BCL11B,ETS1,RORA",4
GO:0003779,actin binding,0.3681974351286692,2,3.026102304458618,"EVL,SYNE2",2
GO:0016787,hydrolase activity,0.3681974351286692,7,3.2130081142698015,"LCK,RPS3,GIMAP7,ARL4C,GZMM,HSPA8,CTSW",7
GO:0004519,endonuclease activity,0.37008110041370074,1,1.2592203617095947,RPS3,1
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",0.37500961148465317,1,2.3563857078552246,LDHB,1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",0.3875010271166525,2,3.6682322025299072,"BCL11B,ETS1",2
GO:0001216,DNA-binding transcription activator activity,0.38886843429306,2,3.6682322025299072,"BCL11B,ETS1",2
GO:0140375,immune receptor activity,0.38886843429306,1,5.389932155609131,IL7R,1
GO:0003677,DNA binding,0.38886843429306,7,2.746001328740801,"RPS3,TCF7,RPS27,BCL11B,ETS1,RORA,NPM1",7
GO:0008270,zinc ion binding,0.38886843429306,3,2.312136928240458,"RPS29,RPS27,RORA",3
GO:0004713,protein tyrosine kinase activity,0.39329793854175127,1,4.782388210296631,LCK,1
GO:0000166,nucleotide binding,0.4084251475498303,6,2.673910915851593,"LCK,LDHB,GIMAP7,ARL4C,HSPA8,AAK1",6
GO:0140678,molecular function inhibitor activity,0.4101239530938278,2,2.341654598712921,"NPM1,SPOCK2",2
GO:1901265,nucleoside phosphate binding,0.4106649312665332,6,2.673910915851593,"LCK,LDHB,GIMAP7,ARL4C,HSPA8,AAK1",6
GO:0048018,receptor ligand activity,0.4106649312665332,2,3.7511667013168335,"IL32,LTB",2
GO:0030546,signaling receptor activator activity,0.41480682760199133,2,3.7511667013168335,"IL32,LTB",2
GO:0004866,endopeptidase inhibitor activity,0.4196538921354039,1,3.6104838848114014,SPOCK2,1
GO:0003712,transcription coregulator activity,0.4196538921354039,2,1.8587581515312195,"ETS1,NPM1",2
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",0.42652940324606453,4,3.917742371559143,"TCF7,BCL11B,ETS1,RORA",4
GO:0030414,peptidase inhibitor activity,0.42652940324606453,1,3.6104838848114014,SPOCK2,1
GO:0003823,antigen binding,0.42652940324606453,1,5.389932155609131,IL7R,1
GO:0004252,serine-type endopeptidase activity,0.4340938304099913,1,5.043806552886963,GZMM,1
GO:0030545,signaling receptor regulator activity,0.4359987604550347,2,3.7511667013168335,"IL32,LTB",2
GO:0061135,endopeptidase regulator activity,0.43693987182693084,1,3.6104838848114014,SPOCK2,1
GO:0097367,carbohydrate derivative binding,0.43742555952274564,6,2.8829272786776223,"LCK,GIMAP7,ARL4C,HSPA8,SPOCK2,AAK1",6
GO:0004721,phosphoprotein phosphatase activity,0.43742555952274564,1,4.782388210296631,LCK,1
GO:0035639,purine ribonucleoside triphosphate binding,0.4413529872984906,5,2.7374159574508665,"LCK,GIMAP7,ARL4C,HSPA8,AAK1",5
GO:0004672,protein kinase activity,0.44510919189409004,2,3.490810513496399,"LCK,AAK1",2
GO:0032555,purine ribonucleotide binding,0.44510919189409004,5,2.7374159574508665,"LCK,GIMAP7,ARL4C,HSPA8,AAK1",5
GO:1901363,heterocyclic compound binding,0.44510919189409004,6,2.673910915851593,"LCK,LDHB,GIMAP7,ARL4C,HSPA8,AAK1",6
GO:0016829,lyase activity,0.44510919189409004,1,1.2592203617095947,RPS3,1
GO:0008047,enzyme activator activity,0.44510919189409004,2,3.4295074939727783,"LCK,ACAP1",2
GO:0008234,cysteine-type peptidase activity,0.44510919189409004,1,4.700182914733887,CTSW,1
GO:0008236,serine-type peptidase activity,0.44510919189409004,1,5.043806552886963,GZMM,1
GO:0003700,DNA-binding transcription factor activity,0.44510919189409004,4,3.917742371559143,"TCF7,BCL11B,ETS1,RORA",4
GO:0017171,serine hydrolase activity,0.44510919189409004,1,5.043806552886963,GZMM,1
GO:0032553,ribonucleotide binding,0.4518649483704473,5,2.7374159574508665,"LCK,GIMAP7,ARL4C,HSPA8,AAK1",5
GO:0004518,nuclease activity,0.4637934936899991,1,1.2592203617095947,RPS3,1
GO:0008233,peptidase activity,0.46484943303413523,2,4.871994733810425,"GZMM,CTSW",2
GO:0140110,transcription regulator activity,0.46913182595281205,5,3.3487589597702025,"TCF7,BCL11B,ETS1,RORA,NPM1",5
GO:0061134,peptidase regulator activity,0.4729753193072334,1,3.6104838848114014,SPOCK2,1
GO:0019887,protein kinase regulator activity,0.47697676398625494,1,1.072825312614441,NPM1,1
GO:0042393,histone binding,0.49461558601054256,1,1.072825312614441,NPM1,1
GO:0046983,protein dimerization activity,0.49461558601054256,3,2.6156903505325317,"GIMAP7,CD247,NPM1",3
GO:0005539,glycosaminoglycan binding,0.49461558601054256,1,3.6104838848114014,SPOCK2,1
GO:0140097,"catalytic activity, acting on DNA",0.49512560750986945,1,1.2592203617095947,RPS3,1
GO:0046914,transition metal ion binding,0.504192420091893,3,2.312136928240458,"RPS29,RPS27,RORA",3
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",0.5084677862147554,2,3.490810513496399,"LCK,AAK1",2
GO:0019207,kinase regulator activity,0.5161391091828824,1,1.072825312614441,NPM1,1
GO:0005096,GTPase activator activity,0.5161391091828824,1,2.076626777648926,ACAP1,1
GO:0030554,adenyl nucleotide binding,0.5161391091828824,4,2.685049444437027,"LCK,LDHB,HSPA8,AAK1",4
GO:0005126,cytokine receptor binding,0.5177878419344434,1,2.0302059650421143,LTB,1
GO:0008017,microtubule binding,0.5180033087281745,1,1.2592203617095947,RPS3,1
GO:0016791,phosphatase activity,0.5195846114001479,1,4.782388210296631,LCK,1
GO:0001664,G protein-coupled receptor binding,0.5305975780857096,1,1.4021910429000854,HSPA8,1
GO:0031625,ubiquitin protein ligase binding,0.5503422726205554,1,1.4021910429000854,HSPA8,1
GO:0016788,"hydrolase activity, acting on ester bonds",0.5513298871563074,2,3.020804286003113,"LCK,RPS3",2
GO:0016301,kinase activity,0.5518061229830065,2,3.490810513496399,"LCK,AAK1",2
GO:0044389,ubiquitin-like protein ligase binding,0.5648764118866894,1,1.4021910429000854,HSPA8,1
GO:0001217,DNA-binding transcription repressor activity,0.5730605997871836,1,4.028983116149902,TCF7,1
GO:0061630,ubiquitin protein ligase activity,0.5937315345142378,1,2.6743156909942627,NOSIP,1
GO:0106310,protein serine kinase activity,0.5965841462072771,1,2.199232816696167,AAK1,1
GO:0140096,"catalytic activity, acting on a protein",0.597949327432988,5,3.879985237121582,"LCK,GZMM,NOSIP,AAK1,CTSW",5
GO:0042578,phosphoric ester hydrolase activity,0.597949327432988,1,4.782388210296631,LCK,1
GO:0046982,protein heterodimerization activity,0.597949327432988,1,4.561601638793945,CD247,1
GO:0061659,ubiquitin-like protein ligase activity,0.597949327432988,1,2.6743156909942627,NOSIP,1
GO:0003729,mRNA binding,0.597949327432988,1,1.2592203617095947,RPS3,1
GO:0036094,small molecule binding,0.6066546630769986,13,2.662921593739436,"LCK,RPS3,RPS29,LDHB,GIMAP7,ARL4C,RPS27,BCL11B,ACAP1,HSPA8,RORA,SPOCK2,AAK1",13
GO:0016887,ATP hydrolysis activity,0.6235095984363831,1,1.4021910429000854,HSPA8,1
GO:0043168,anion binding,0.6235095984363831,5,2.7374159574508665,"LCK,GIMAP7,ARL4C,HSPA8,AAK1",5
GO:0016772,"transferase activity, transferring phosphorus-containing groups",0.6391055219922094,2,3.490810513496399,"LCK,AAK1",2
GO:0004674,protein serine/threonine kinase activity,0.6473213705915575,1,2.199232816696167,AAK1,1
GO:0005524,ATP binding,0.6482439629293704,3,2.794604023297628,"LCK,HSPA8,AAK1",3
GO:0004842,ubiquitin-protein transferase activity,0.6558652557611792,1,2.6743156909942627,NOSIP,1
GO:0032559,adenyl ribonucleotide binding,0.6626434758428724,3,2.794604023297628,"LCK,HSPA8,AAK1",3
GO:0019787,ubiquitin-like protein transferase activity,0.6763314262430126,1,2.6743156909942627,NOSIP,1
GO:0060589,nucleoside-triphosphatase regulator activity,0.678417712590983,1,2.076626777648926,ACAP1,1
GO:0030695,GTPase regulator activity,0.678417712590983,1,2.076626777648926,ACAP1,1
GO:0016755,aminoacyltransferase activity,0.6817412989126381,1,2.6743156909942627,NOSIP,1
GO:0140657,ATP-dependent activity,0.7342829128047962,1,1.4021910429000854,HSPA8,1
GO:0003682,chromatin binding,0.7459764983373243,1,1.072825312614441,NPM1,1
GO:0140640,"catalytic activity, acting on a nucleic acid",0.7568872270598975,1,1.2592203617095947,RPS3,1
GO:0043167,ion binding,0.7755131115607407,11,2.8183976953679863,"LCK,RPS29,GIMAP7,ARL4C,RPS27,BCL11B,ACAP1,HSPA8,RORA,SPOCK2,AAK1",11
GO:0003824,catalytic activity,0.7975012726756934,10,2.9720991015434266,"LCK,RPS3,LDHB,GIMAP7,ARL4C,GZMM,NOSIP,HSPA8,AAK1,CTSW",10
GO:0005509,calcium ion binding,0.8007867226640949,1,3.6104838848114014,SPOCK2,1
GO:0016491,oxidoreductase activity,0.8019763189039424,1,2.3563857078552246,LDHB,1
GO:0016746,acyltransferase activity,0.8019763189039424,1,2.6743156909942627,NOSIP,1
GO:0008289,lipid binding,0.8420753634065544,1,4.3055219650268555,RORA,1
GO:0016740,transferase activity,0.8812099804397461,3,3.2186455726623535,"LCK,NOSIP,AAK1",3
GO:0046872,metal ion binding,0.9132464859471006,6,2.885882476965586,"RPS29,RPS27,BCL11B,ACAP1,RORA,SPOCK2",6
GO:0043169,cation binding,0.9210972112954317,6,2.885882476965586,"RPS29,RPS27,BCL11B,ACAP1,RORA,SPOCK2",6
GO:0003674,molecular_function,1.0,41,3.0183362437457575,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,CD7,EVL,RPS12,GIMAP7,CD247,TCF7,ARL4C,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,CD2,NOSIP,BCL11B,ACAP1,HSPA8,ETS1,LAT,CD27,RORA,NPM1,SPOCK2,AAK1,SYNE2,CTSW,GYPC,LTB,SKAP1",41
