source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:MF,GO:0017124,SH3 domain binding,0.03747886100827239,True,"""Binding to a SH3 domain (Src homology 3) of a protein, small protein modules containing approximately 50 amino acid residues found in a great variety of intracellular or membrane-associated proteins."" [GOC:go_curators, Pfam:PF00018]",121,41,3,20196,0.07317073170731707,0.024793388429752067,query_1,['GO:0019904'],"['CD3E', 'EVL', 'SKAP1']","[['IPI'], ['ISS', 'IBA', 'IEA'], ['TAS']]"
GO:MF,GO:1990833,clathrin-uncoating ATPase activity,0.03747886100827239,True,"""Catalysis of the reaction: ATP + H2O = ADP + phosphate. Catalysis of the removal of clathrin from vesicle membranes, coupled to the hydrolysis of ATP."" [PMID:6146630, PMID:8363588]",1,41,1,20196,0.024390243902439025,1.0,query_1,['GO:0140657'],['HSPA8'],[['IBA']]
GO:MF,GO:0032358,oxidized pyrimidine DNA binding,0.03747886100827239,True,"""Binding to a DNA region containing an oxidized pyrimidine residue."" [GOC:vk]",1,41,1,20196,0.024390243902439025,1.0,query_1,['GO:0032356'],['RPS3'],[['IDA']]
GO:MF,GO:0060089,molecular transducer activity,0.041330317884445515,True,"""A compound molecular function in which an effector function is controlled by one or more regulatory components."" [GOC:dos, GOC:pdt]",1492,41,9,20196,0.21951219512195122,0.006032171581769437,query_1,['GO:0003674'],"['CD3E', 'CD3D', 'CD3G', 'IL7R', 'CD7', 'CD247', 'CD2', 'CD27', 'RORA']","[['IBA', 'IC', 'IEA'], ['IBA', 'IC', 'IEA'], ['IMP', 'IBA', 'IC', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IC', 'IEA'], ['NAS'], ['NAS', 'IEA'], ['IBA', 'IEA']]"
GO:MF,GO:0038023,signaling receptor activity,0.041330317884445515,True,"""Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."" [GOC:bf, GOC:signaling]",1492,41,9,20196,0.21951219512195122,0.006032171581769437,query_1,['GO:0060089'],"['CD3E', 'CD3D', 'CD3G', 'IL7R', 'CD7', 'CD247', 'CD2', 'CD27', 'RORA']","[['IBA', 'IC', 'IEA'], ['IBA', 'IC', 'IEA'], ['IMP', 'IBA', 'IC', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IC', 'IEA'], ['NAS'], ['NAS', 'IEA'], ['IBA', 'IEA']]"
GO:MF,GO:0042169,SH2 domain binding,0.04704032231518671,True,"""Binding to a SH2 domain (Src homology 2) of a protein, a protein domain of about 100 amino-acid residues and belonging to the alpha + beta domain class."" [GOC:go_curators, Pfam:PF00017]",41,41,2,20196,0.04878048780487805,0.04878048780487805,query_1,['GO:0019904'],"['LCK', 'SKAP1']","[['IPI'], ['IDA']]"
GO:MF,GO:0030674,protein-macromolecule adaptor activity,0.04847502889553664,True,"""The binding activity of a protein that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."" [GOC:bf, GOC:mah, GOC:vw]",988,41,7,20196,0.17073170731707318,0.00708502024291498,query_1,['GO:0060090'],"['CD3E', 'CD3G', 'HSPA8', 'ETS1', 'LAT', 'NPM1', 'SYNE2']","[['NAS'], ['NAS'], ['IDA', 'IPI'], ['IMP'], ['IDA'], ['EXP', 'IDA'], ['IDA']]"
GO:MF,GO:0004917,interleukin-7 receptor activity,0.05408251916560729,False,"""Combining with interleukin-7 and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."" [GOC:jl, GOC:signaling]",2,41,1,20196,0.024390243902439025,0.5,query_1,['GO:0004896'],['IL7R'],[['TAS']]
GO:MF,GO:0001222,transcription corepressor binding,0.05623126607638031,False,"""Binding to a transcription corepressor, a protein involved in negative regulation of transcription via protein-protein interactions with transcription factors and other proteins that negatively regulate transcription. Transcription corepressors do not bind DNA directly, but rather mediate protein-protein interactions between repressing transcription factors and the basal transcription machinery."" [GOC:krc]",49,41,2,20196,0.04878048780487805,0.04081632653061224,query_1,['GO:0001221'],"['ETS1', 'RORA']","[['IDA'], ['IPI']]"
GO:MF,GO:0042610,CD8 receptor binding,0.07293911596860614,False,"""Binding to a CD8, a receptor found on the surface of thymocytes and cytotoxic and suppressor T-lymphocytes."" [GOC:jl, MSH:D016827]",3,41,1,20196,0.024390243902439025,0.3333333333333333,query_1,['GO:0005102'],['LCK'],[['IPI']]
GO:MF,GO:0003723,RNA binding,0.0739828635260833,False,"""Binding to an RNA molecule or a portion thereof."" [GOC:jl, GOC:mah]",3093,41,13,20196,0.3170731707317073,0.004203039120594891,query_1,['GO:0003676'],"['RPS3', 'RPS29', 'RPL3', 'RPS12', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NOSIP', 'HSPA8', 'NPM1']","[['IDA', 'HDA', 'IEA'], ['IEA'], ['HDA', 'IBA', 'TAS'], ['HDA'], ['HDA', 'NAS'], ['HDA', 'IEA'], ['HDA', 'IBA'], ['HDA'], ['HDA', 'IEA'], ['HDA'], ['HDA'], ['HDA'], ['EXP', 'IDA', 'IPI', 'HDA', 'IBA', 'IEA']]"
GO:MF,GO:0050840,extracellular matrix binding,0.07441880289276506,False,"""Binding to a component of the extracellular matrix."" [GOC:ai]",61,41,2,20196,0.04878048780487805,0.03278688524590164,query_1,['GO:0005488'],"['RPSA', 'SPOCK2']","[['IEA'], ['IEA']]"
GO:MF,GO:1904841,TORC2 complex binding,0.07827400558664638,False,"""Binding to a TORC2 complex."" [GOC:TermGenie, PMID:20660630]",5,41,1,20196,0.024390243902439025,0.2,query_1,['GO:0044877'],['RPL23A'],"[['ISS', 'IEA']]"
GO:MF,GO:0005102,signaling receptor binding,0.07827400558664638,False,"""Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:bf, GOC:ceb, ISBN:0198506732]",1499,41,8,20196,0.1951219512195122,0.00533689126084056,query_1,['GO:0005515'],"['CD3E', 'IL32', 'LCK', 'CD3G', 'CD2', 'HSPA8', 'AAK1', 'LTB']","[['NAS'], ['IEA'], ['IPI', 'IBA'], ['NAS'], ['IPI', 'IBA', 'IEA'], ['IPI'], ['IDA'], ['TAS', 'IEA']]"
GO:MF,GO:0005055,laminin receptor activity,0.07827400558664638,False,"""Combining with a laminin, a glycoprotein that constitutes the majority of proteins in the basement membrane, to initiate a change in cell activity."" [GOC:ai, PMID:2970671]",4,41,1,20196,0.024390243902439025,0.25,query_1,['GO:0098631'],['RPSA'],[['IEA']]
GO:MF,GO:0042802,identical protein binding,0.07827400558664638,False,"""Binding to an identical protein or proteins."" [GOC:jl]",2166,41,10,20196,0.24390243902439024,0.0046168051708217915,query_1,['GO:0005515'],"['CD3E', 'CD3D', 'LCK', 'CD3G', 'LDHB', 'GIMAP7', 'CD247', 'CD2', 'ETS1', 'NPM1']","[['IDA'], ['IDA'], ['IPI'], ['IDA'], ['IPI', 'IEA'], ['IPI'], ['IDA', 'IPI'], ['IEA'], ['IPI'], ['IDA', 'IEA']]"
GO:MF,GO:0019904,protein domain specific binding,0.07827400558664638,False,"""Binding to a specific domain of a protein."" [GOC:go_curators]",655,41,5,20196,0.12195121951219512,0.007633587786259542,query_1,['GO:0005515'],"['CD3E', 'LCK', 'EVL', 'HSPA8', 'SKAP1']","[['IPI'], ['IPI'], ['ISS', 'IBA', 'IEA'], ['IPI'], ['IDA', 'TAS']]"
GO:MF,GO:0019899,enzyme binding,0.07827400558664638,False,"""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]",2105,41,10,20196,0.24390243902439024,0.004750593824228029,query_1,['GO:0005515'],"['CD3E', 'LCK', 'RPS3', 'LDHB', 'CD247', 'CD2', 'HSPA8', 'LAT', 'NPM1', 'SKAP1']","[['NAS'], ['IPI'], ['IPI'], ['IEA'], ['IPI'], ['IEA'], ['IPI'], ['IPI', 'IBA'], ['IPI'], ['IPI']]"
GO:MF,GO:0060090,molecular adaptor activity,0.07827400558664638,False,"""The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way."" [GOC:mtg_MIT_16mar07, GOC:vw]",1175,41,7,20196,0.17073170731707318,0.005957446808510639,query_1,['GO:0003674'],"['CD3E', 'CD3G', 'HSPA8', 'ETS1', 'LAT', 'NPM1', 'SYNE2']","[['NAS'], ['NAS'], ['IDA', 'IPI'], ['IMP'], ['IDA'], ['EXP', 'IDA'], ['IDA']]"
GO:MF,GO:0140444,cytoskeleton-nuclear membrane anchor activity,0.07827400558664638,False,"""The binding activity of a molecule that brings together a cytoskeletal protein or protein complex and a nuclear membrane lipid or membrane-associated protein, in order to maintain the localization of the cytoskeleton at a specific location of the nuclear membrane."" [PMID:16237665]",5,41,1,20196,0.024390243902439025,0.2,query_1,['GO:0043495'],['SYNE2'],[['IDA']]
GO:MF,GO:0097100,supercoiled DNA binding,0.07827400558664638,False,"""Binding to supercoiled DNA. For example, during replication and transcription, template DNA is negatively supercoiled in the receding downstream DNA and positively supercoiled in the approaching downstream DNA."" [GOC:pr, GOC:rph, PMID:20723754, PMID:21345933, Wikipedia:DNA_supercoil]",5,41,1,20196,0.024390243902439025,0.2,query_1,['GO:0003690'],['RPS3'],[['IDA']]
GO:MF,GO:0055131,C3HC4-type RING finger domain binding,0.08555625772359236,False,"""Binding to a C3HC4-type zinc finger domain of a protein. The C3HC4-type zinc finger is a variant of RING finger, is a cysteine-rich domain of 40 to 60 residues that coordinates two zinc ions, and has the consensus sequence: C-X2-C-X(9-39)-C-X(1-3)-H-X(2-3)-C-X2-C-X(4-48)-C-X2-C, where X is any amino acid. Many proteins containing a C3HC4-type RING finger play a key role in the ubiquitination pathway."" [GOC:amm, InterPro:IPR001841, InterPro:IPR018957]",6,41,1,20196,0.024390243902439025,0.16666666666666666,query_1,['GO:0019904'],['HSPA8'],[['IPI']]
GO:MF,GO:0140545,ATP-dependent protein disaggregase activity,0.08555625772359236,False,"""An ATP-dependent molecular chaperone activity that mediates the solubilization of ordered protein aggregates."" [PMID:26312418]",6,41,1,20196,0.024390243902439025,0.16666666666666666,query_1,"['GO:0140657', 'GO:0140776']",['HSPA8'],[['IDA']]
GO:MF,GO:0004459,L-lactate dehydrogenase activity,0.08555625772359236,False,"""Catalysis of the reaction: (S)-lactate + NAD+ = pyruvate + NADH + H+."" [EC:1.1.1.27, RHEA:23444]",6,41,1,20196,0.024390243902439025,0.16666666666666666,query_1,"['GO:0004457', 'GO:0016616']",['LDHB'],"[['IDA', 'IBA', 'TAS', 'IEA']]"
GO:MF,GO:0004457,lactate dehydrogenase activity,0.09417709984820426,False,"""Catalysis of the reaction: lactate + NAD+ = H+ + NADH + pyruvate."" [GOC:ai, GOC:bf]",7,41,1,20196,0.024390243902439025,0.14285714285714285,query_1,['GO:0016614'],['LDHB'],"[['IDA', 'IBA', 'TAS', 'IEA']]"
GO:MF,GO:0008013,beta-catenin binding,0.09417709984820426,False,"""Binding to a catenin beta subunit."" [GOC:bf]",89,41,2,20196,0.04878048780487805,0.02247191011235955,query_1,['GO:0005515'],"['TCF7', 'RORA']","[['IDA'], ['IEA']]"
GO:MF,GO:0070181,small ribosomal subunit rRNA binding,0.09677211288164278,False,"""Binding to small ribosomal subunit RNA (SSU rRNA), a constituent of the small ribosomal subunit. In S. cerevisiae, this is the 18S rRNA."" [GOC:elh]",8,41,1,20196,0.024390243902439025,0.125,query_1,['GO:0019843'],['RPS3'],[['IDA']]
GO:MF,GO:0035612,AP-2 adaptor complex binding,0.09677211288164278,False,"""Binding to an AP-2 adaptor complex. The AP-2 adaptor complex is a heterotetrameric AP-type membrane coat adaptor complex that consists of alpha, beta2, mu2 and sigma2 subunits and links clathrin to the membrane surface of a vesicle. In at least humans, the AP-2 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different alpha genes (alphaA and alphaC)."" [GOC:BHF, PMID:12221107, PMID:15728179, PMID:21097499]",8,41,1,20196,0.024390243902439025,0.125,query_1,['GO:0044877'],['AAK1'],[['IDA']]
GO:MF,GO:0042609,CD4 receptor binding,0.09677211288164278,False,"""Binding to a CD4, a receptor found on the surface of T cells, monocytes and macrophages."" [GOC:jl, MSH:D015704]",8,41,1,20196,0.024390243902439025,0.125,query_1,['GO:0005102'],['LCK'],[['IPI']]
GO:MF,GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity,0.09677211288164278,False,"""Catalysis of the cleavage of an AP site 3' of the baseless site by a beta-lyase mechanism, leaving an unsaturated aldehyde, termed a 3'-(4-hydroxy-5-phospho-2-pentenal) residue, and a 5'-phosphate."" [PMID:1698278, RHEA:66592]",8,41,1,20196,0.024390243902439025,0.125,query_1,"['GO:0003906', 'GO:0016835']",['RPS3'],[['IEA']]
GO:MF,GO:0032357,oxidized purine DNA binding,0.10610832603896204,False,"""Binding to a DNA region containing an oxidized purine residue."" [GOC:vk]",9,41,1,20196,0.024390243902439025,0.1111111111111111,query_1,['GO:0032356'],['RPS3'],[['IDA']]
GO:MF,GO:0043022,ribosome binding,0.10731217757480731,False,"""Binding to a ribosome."" [GOC:go_curators]",107,41,2,20196,0.04878048780487805,0.018691588785046728,query_1,['GO:0043021'],"['RPSA', 'NPM1']","[['IPI'], ['IDA']]"
GO:MF,GO:0005522,profilin binding,0.10731217757480731,False,"""Binding to profilin, an actin-binding protein that forms a complex with G-actin and prevents it from polymerizing to form F-actin."" [ISBN:0721662544]",10,41,1,20196,0.024390243902439025,0.1,query_1,['GO:0005515'],['EVL'],"[['ISS', 'IBA']]"
GO:MF,GO:0030957,Tat protein binding,0.10731217757480731,False,"""Binding to Tat, a viral transactivating regulatory protein from the human immunodeficiency virus, or the equivalent protein from another virus."" [GOC:mah, PMID:9094689]",10,41,1,20196,0.024390243902439025,0.1,query_1,['GO:0061629'],['NPM1'],[['IDA']]
GO:MF,GO:0032356,oxidized DNA binding,0.10731217757480731,False,"""Binding to a DNA region containing an oxidized residue."" [GOC:vk]",10,41,1,20196,0.024390243902439025,0.1,query_1,['GO:0003684'],['RPS3'],[['IDA']]
GO:MF,GO:0051082,unfolded protein binding,0.11518081331204659,False,"""Binding to an unfolded protein."" [GOC:ai]",113,41,2,20196,0.04878048780487805,0.017699115044247787,query_1,['GO:0005515'],"['HSPA8', 'NPM1']","[['IDA'], ['IDA']]"
GO:MF,GO:0001221,transcription coregulator binding,0.11964952066308988,False,"""Binding to a transcription coregulator, a protein involved in regulation of transcription via protein-protein interactions with transcription factors and other transcription regulatory proteins. Cofactors do not bind DNA directly, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery."" [GOC:krc]",118,41,2,20196,0.04878048780487805,0.01694915254237288,query_1,['GO:0008134'],"['ETS1', 'RORA']","[['IDA'], ['IPI', 'IEA']]"
GO:MF,GO:0097159,organic cyclic compound binding,0.11964952066308988,False,"""Binding to an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [GOC:sjw, PMID:7583672]",7525,41,22,20196,0.5365853658536586,0.0029235880398671096,query_1,['GO:0005488'],"['LCK', 'RPS3', 'RPS29', 'LDHB', 'RPL3', 'RPS12', 'GIMAP7', 'TCF7', 'ARL4C', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NOSIP', 'BCL11B', 'HSPA8', 'ETS1', 'RORA', 'NPM1', 'AAK1']","[['IEA'], ['IDA', 'IMP', 'HDA', 'IEA'], ['IEA'], ['IEA'], ['HDA', 'IBA', 'TAS'], ['HDA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['HDA', 'NAS'], ['HDA', 'IEA'], ['HDA', 'IBA', 'NAS'], ['HDA'], ['HDA', 'IEA'], ['HDA'], ['HDA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['EXP', 'IDA', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['EXP', 'IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IEA']]"
GO:MF,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,0.1277384658724747,False,"""Catalysis of the cleavage of the C-O-P bond in the AP site created when DNA glycosylase removes a damaged base, involved in the DNA base excision repair pathway (BER)."" [Wikipedia:AP_endonuclease]",13,41,1,20196,0.024390243902439025,0.07692307692307693,query_1,['GO:0140097'],['RPS3'],"[['IDA', 'IEA']]"
GO:MF,GO:1990782,protein tyrosine kinase binding,0.12781713497691158,False,"""Binding to protein tyrosine kinase."" [PMID:25499537]",125,41,2,20196,0.04878048780487805,0.016,query_1,['GO:0019901'],"['CD247', 'CD2']","[['IPI'], ['IEA']]"
GO:MF,GO:0008191,metalloendopeptidase inhibitor activity,0.13415928964905524,False,"""Binds to and stops, prevents or reduces the activity of metalloendopeptidases, enzymes that catalyze the hydrolysis of nonterminal peptide bonds in a polypeptide chain and contain a chelated metal ion at their active sites which is essential to their catalytic activity."" [GOC:ai]",16,41,1,20196,0.024390243902439025,0.0625,query_1,['GO:0004866'],['SPOCK2'],[['TAS']]
GO:MF,GO:0008142,oxysterol binding,0.13415928964905524,False,"""Binding to oxysterol, an oxidized form of cholesterol."" [GOC:curators]",16,41,1,20196,0.024390243902439025,0.0625,query_1,['GO:0032934'],['RORA'],"[['IDA', 'IBA']]"
GO:MF,GO:0031072,heat shock protein binding,0.13415928964905524,False,"""Binding to a heat shock protein, a protein synthesized or activated in response to heat shock."" [GOC:mah, GOC:vw]",131,41,2,20196,0.04878048780487805,0.015267175572519083,query_1,['GO:0005515'],"['RPS3', 'HSPA8']","[['IDA'], ['IPI', 'IBA']]"
GO:MF,GO:0008134,transcription factor binding,0.13415928964905524,False,"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]",600,41,4,20196,0.0975609756097561,0.006666666666666667,query_1,['GO:0005515'],"['RPS3', 'ETS1', 'RORA', 'NPM1']","[['IPI'], ['IDA', 'IPI'], ['IPI', 'IEA'], ['IDA', 'IPI']]"
GO:MF,GO:0016004,phospholipase activator activity,0.13415928964905524,False,"""Binds to and increases the activity of a phospholipase, an enzyme that catalyzes of the hydrolysis of a glycerophospholipid."" [GOC:ai]",17,41,1,20196,0.024390243902439025,0.058823529411764705,query_1,['GO:0060229'],['LCK'],[['IDA']]
GO:MF,GO:0019903,protein phosphatase binding,0.13415928964905524,False,"""Binding to a protein phosphatase."" [GOC:jl]",143,41,2,20196,0.04878048780487805,0.013986013986013986,query_1,['GO:0019902'],"['LCK', 'SKAP1']","[['IPI'], ['IPI']]"
GO:MF,GO:0051087,protein-folding chaperone binding,0.13415928964905524,False,"""Binding to a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport."" [PMID:10585443]",135,41,2,20196,0.04878048780487805,0.014814814814814815,query_1,['GO:0005515'],"['RPS3', 'HSPA8']","[['IDA'], ['IPI']]"
GO:MF,GO:0140776,protein-containing complex destabilizing activity,0.13415928964905524,False,"""A molecular function that involves direct binding to one of the subunits of a protein-containing complex and promoting the dissociation of one or many subunits. This often happens by changing the conformation of the protein being bound, which decreases its affinity for the rest of the complex."" [PMID:23727094, PMID:29779865, PMID:34836783]",15,41,1,20196,0.024390243902439025,0.06666666666666667,query_1,['GO:0003674'],['HSPA8'],[['IDA']]
GO:MF,GO:0003676,nucleic acid binding,0.13415928964905524,False,"""Binding to a nucleic acid."" [GOC:jl]",5470,41,17,20196,0.4146341463414634,0.0031078610603290677,query_1,['GO:0097159'],"['RPS3', 'RPS29', 'RPL3', 'RPS12', 'TCF7', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NOSIP', 'BCL11B', 'HSPA8', 'ETS1', 'RORA', 'NPM1']","[['IDA', 'IMP', 'HDA', 'IEA'], ['IEA'], ['HDA', 'IBA', 'TAS'], ['HDA'], ['IDA', 'IBA', 'IEA'], ['HDA', 'NAS'], ['HDA', 'IEA'], ['HDA', 'IBA', 'NAS'], ['HDA'], ['HDA', 'IEA'], ['HDA'], ['HDA'], ['IDA', 'IBA', 'IEA'], ['HDA'], ['EXP', 'IDA', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['EXP', 'IDA', 'IPI', 'HDA', 'IBA', 'IEA']]"
GO:MF,GO:0043023,ribosomal large subunit binding,0.13415928964905524,False,"""Binding to a large ribosomal subunit."" [GOC:go_curators]",16,41,1,20196,0.024390243902439025,0.0625,query_1,['GO:0043022'],['NPM1'],[['IDA']]
GO:MF,GO:0043024,ribosomal small subunit binding,0.13415928964905524,False,"""Binding to a small ribosomal subunit."" [GOC:go_curators]",17,41,1,20196,0.024390243902439025,0.058823529411764705,query_1,['GO:0043022'],['NPM1'],[['IDA']]
GO:MF,GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,0.14667821086915683,False,"""Binds to and stops, prevents or reduces the activity of a cysteine-type endopeptidase involved in the apoptotic process."" [GOC:jl, GOC:mtg_apoptosis, PMID:14744432, Wikipedia:Caspase]",19,41,1,20196,0.024390243902439025,0.05263157894736842,query_1,['GO:0043028'],['CD27'],[['IDA']]
