source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0001775,cell activation,7.567350385215792e-07,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1098,40,14,21017,0.35,0.012750455373406194,query_1,"['GO:0009987', 'GO:0032501']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'IL7R', 'CD7', 'CD247', 'TCF7', 'CD2', 'BCL11B', 'LAT', 'CD27', 'RORA']","[['IMP', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS'], ['IMP'], ['IBA', 'NAS'], ['IEA'], ['TAS'], ['NAS'], ['ISS'], ['IDA', 'TAS', 'NAS'], ['IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0042274,ribosomal small subunit biogenesis,3.6562592366169843e-06,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",101,40,6,21017,0.15,0.0594059405940594,query_1,"['GO:0022613', 'GO:0042254']","['RPS12', 'RPS25', 'RPS27', 'RPSA', 'RPS21', 'NPM1']","[['IDA'], ['IMP'], ['IDA', 'IBA'], ['IBA', 'IEA'], ['IBA'], ['IBA', 'IEA']]"
GO:BP,GO:1903131,mononuclear cell differentiation,3.818158116879579e-06,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]",529,40,10,21017,0.25,0.01890359168241966,query_1,['GO:0002521'],"['CD3E', 'CD3D', 'LCK', 'CD3G', 'IL7R', 'TCF7', 'CD2', 'BCL11B', 'CD27', 'RORA']","[['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IBA'], ['IEA'], ['ISS'], ['NAS'], ['IEA'], ['NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0002682,regulation of immune system process,4.784252826128216e-06,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1526,40,15,21017,0.375,0.009829619921363041,query_1,"['GO:0002376', 'GO:0050789']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'IL7R', 'CD247', 'TCF7', 'CD2', 'HSPA8', 'ETS1', 'LAT', 'CD27', 'RORA', 'SKAP1']","[['IMP', 'NAS', 'IEA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS'], ['NAS'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['NAS', 'IEA'], ['IEA'], ['IDA', 'IMP']]"
GO:BP,GO:0006412,translation,5.490921742359905e-06,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",721,40,11,21017,0.275,0.015256588072122053,query_1,"['GO:0009059', 'GO:0010467', 'GO:0019538']","['RPS3', 'RPS29', 'RPL3', 'RPS12', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NPM1']","[['IDA', 'NAS', 'IC', 'IEA'], ['IDA', 'NAS', 'IC', 'IEA'], ['IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['NAS', 'IC', 'IEA'], ['NAS', 'IC'], ['NAS', 'IC', 'IEA'], ['NAS', 'IC', 'IEA'], ['IBA', 'NAS', 'IC', 'IEA'], ['NAS', 'IC', 'IEA'], ['IDA', 'NAS', 'IC', 'IEA'], ['IDA']]"
GO:BP,GO:0046629,gamma-delta T cell activation,6.174239038709873e-06,True,"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]",22,40,4,21017,0.1,0.18181818181818182,query_1,['GO:0042110'],"['CD3E', 'CD3G', 'CD247', 'TCF7']","[['NAS'], ['NAS'], ['NAS'], ['ISS']]"
GO:BP,GO:0002250,adaptive immune response,6.466188191561826e-06,True,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",745,40,11,21017,0.275,0.01476510067114094,query_1,['GO:0006955'],"['CD3E', 'CD3D', 'CD3G', 'IL7R', 'CD7', 'CD247', 'GZMM', 'LAT', 'CD27', 'RORA', 'SKAP1']","[['NAS', 'IEA'], ['NAS', 'IEA'], ['NAS', 'IEA'], ['IEA'], ['IEA'], ['NAS', 'IEA'], ['IEA'], ['IEA'], ['NAS'], ['IEA'], ['IDA', 'IEA']]"
GO:BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,6.466188191561826e-06,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",306,40,8,21017,0.2,0.026143790849673203,query_1,"['GO:0002757', 'GO:0002768']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'CD247', 'LAT', 'SKAP1']","[['NAS', 'IEA'], ['NAS'], ['IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['IMP']]"
GO:BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,1.1971467869963027e-05,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",334,40,8,21017,0.2,0.023952095808383235,query_1,"['GO:0002764', 'GO:0007166']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'CD247', 'LAT', 'SKAP1']","[['NAS', 'IEA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA'], ['IMP']]"
GO:BP,GO:0002521,leukocyte differentiation,1.2712464035073566e-05,True,"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]",632,40,10,21017,0.25,0.015822784810126583,query_1,"['GO:0030097', 'GO:0030154']","['CD3E', 'CD3D', 'LCK', 'CD3G', 'IL7R', 'TCF7', 'CD2', 'BCL11B', 'CD27', 'RORA']","[['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IBA'], ['IEA'], ['ISS'], ['NAS'], ['IEA'], ['NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0002757,immune response-activating signaling pathway,1.2712464035073566e-05,True,"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]",477,40,9,21017,0.225,0.018867924528301886,query_1,"['GO:0002253', 'GO:0002764']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'CD247', 'HSPA8', 'LAT', 'SKAP1']","[['NAS', 'IEA'], ['NAS'], ['IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['IDA'], ['IMP']]"
GO:BP,GO:0002764,immune response-regulating signaling pathway,1.9284555052834787e-05,True,"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",504,40,9,21017,0.225,0.017857142857142856,query_1,"['GO:0007165', 'GO:0050776']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'CD247', 'HSPA8', 'LAT', 'SKAP1']","[['NAS', 'IEA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA'], ['IDA'], ['IMP']]"
GO:BP,GO:0002684,positive regulation of immune system process,2.1761464635090518e-05,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1066,40,12,21017,0.3,0.01125703564727955,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'IL7R', 'CD247', 'CD2', 'HSPA8', 'LAT', 'CD27', 'SKAP1']","[['IMP', 'NAS', 'IEA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['NAS'], ['IDA'], ['IDA'], ['NAS', 'IEA'], ['IDA', 'IMP']]"
GO:BP,GO:0050863,regulation of T cell activation,2.283871411659965e-05,True,"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]",375,40,8,21017,0.2,0.021333333333333333,query_1,"['GO:0042110', 'GO:0051249']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'TCF7', 'CD2', 'LAT', 'CD27']","[['IMP', 'IEA'], ['IDA', 'TAS'], ['IMP'], ['IEA'], ['ISS'], ['NAS'], ['IMP', 'IBA'], ['IEA']]"
GO:BP,GO:0002253,activation of immune response,3.1653460632754166e-05,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",543,40,9,21017,0.225,0.016574585635359115,query_1,"['GO:0002376', 'GO:0050778']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'CD247', 'HSPA8', 'LAT', 'SKAP1']","[['NAS', 'IEA'], ['NAS'], ['IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['IDA'], ['IMP']]"
GO:BP,GO:0033077,T cell differentiation in thymus,3.184164815864567e-05,True,"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]",88,40,5,21017,0.125,0.056818181818181816,query_1,['GO:0030217'],"['CD3E', 'CD3D', 'CD3G', 'IL7R', 'BCL11B']","[['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IBA'], ['IEA'], ['IEA']]"
GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,3.240608498787272e-05,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",271,40,7,21017,0.175,0.025830258302583026,query_1,"['GO:0007159', 'GO:0022409', 'GO:1903037']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'ETS1', 'CD27', 'SKAP1']","[['IMP', 'IEA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IEA'], ['IMP'], ['IEA'], ['IDA']]"
GO:BP,GO:0002694,regulation of leukocyte activation,3.707239149131375e-05,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",561,40,9,21017,0.225,0.016042780748663103,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'TCF7', 'CD2', 'LAT', 'CD27', 'RORA']","[['IMP', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IMP'], ['IEA'], ['ISS'], ['NAS'], ['IMP', 'IBA'], ['NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0007166,cell surface receptor signaling pathway,4.320450619397591e-05,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2803,40,18,21017,0.45,0.006421691045308598,query_1,['GO:0007165'],"['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'IL7R', 'CD7', 'EVL', 'RPS12', 'CD247', 'TCF7', 'CD2', 'LAT', 'CD27', 'RORA', 'AAK1', 'LTB', 'SKAP1']","[['IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IBA', 'NAS', 'IC', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP'], ['IMP', 'IBA', 'NAS', 'IC', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['NAS'], ['NAS'], ['IGI'], ['IDA', 'IBA', 'NAS', 'IC', 'IEA'], ['IBA', 'IEA'], ['TAS'], ['IDA'], ['IDA', 'NAS'], ['ISS', 'IEA'], ['IDA'], ['IBA'], ['IMP']]"
GO:BP,GO:0046631,alpha-beta T cell activation,4.6374576226479e-05,True,"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]",181,40,6,21017,0.15,0.03314917127071823,query_1,['GO:0042110'],"['CD3E', 'CD3D', 'CD3G', 'CD247', 'BCL11B', 'RORA']","[['NAS', 'IEA'], ['NAS'], ['NAS'], ['NAS'], ['IEA'], ['IEA']]"
GO:BP,GO:0030097,hemopoiesis,5.17116176450169e-05,True,"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]",971,40,11,21017,0.275,0.01132852729145211,query_1,['GO:0048468'],"['CD3E', 'CD3D', 'LCK', 'CD3G', 'IL7R', 'TCF7', 'CD2', 'BCL11B', 'ETS1', 'CD27', 'RORA']","[['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IMP', 'IBA', 'NAS'], ['IBA'], ['IBA', 'IEA'], ['ISS'], ['NAS'], ['IEA'], ['IDA'], ['NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0043368,positive T cell selection,5.558846504577365e-05,True,"""The process of sparing immature T cells which react with self-MHC protein complexes with low affinity levels from apoptotic death."" [ISBN:0781735149, PMID:12414722]",44,40,4,21017,0.1,0.09090909090909091,query_1,['GO:0045058'],"['CD3E', 'CD3D', 'CD3G', 'BCL11B']","[['IBA'], ['ISS', 'IBA', 'IEA'], ['IBA'], ['IEA']]"
GO:BP,GO:0050865,regulation of cell activation,6.815362202755255e-05,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",616,40,9,21017,0.225,0.01461038961038961,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'TCF7', 'CD2', 'LAT', 'CD27', 'RORA']","[['IMP', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IMP'], ['IEA'], ['ISS'], ['NAS'], ['IMP', 'IBA'], ['NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0022409,positive regulation of cell-cell adhesion,7.630819458544064e-05,True,"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",319,40,7,21017,0.175,0.0219435736677116,query_1,"['GO:0022407', 'GO:0045785', 'GO:0098609']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'ETS1', 'CD27', 'SKAP1']","[['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IGI']]"
GO:BP,GO:0045785,positive regulation of cell adhesion,9.634330074570215e-05,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",478,40,8,21017,0.2,0.016736401673640166,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'ETS1', 'CD27', 'SPOCK2', 'SKAP1']","[['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IEA'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IGI', 'IEA']]"
GO:BP,GO:0045059,positive thymic T cell selection,9.780031184914185e-05,True,"""The process of sparing immature T cells in the thymus which react with self-MHC protein complexes with low affinity levels from apoptotic death."" [ISBN:0781735149, PMID:12414722]",15,40,3,21017,0.075,0.2,query_1,"['GO:0043368', 'GO:0045061']","['CD3E', 'CD3D', 'CD3G']","[['IBA'], ['ISS', 'IBA', 'IEA'], ['IBA']]"
GO:BP,GO:0051249,regulation of lymphocyte activation,0.00012155862923618198,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",497,40,8,21017,0.2,0.01609657947686117,query_1,"['GO:0002694', 'GO:0046649']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'TCF7', 'CD2', 'LAT', 'CD27']","[['IMP', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IMP'], ['IEA'], ['ISS'], ['NAS'], ['IMP', 'IBA'], ['NAS', 'IEA']]"
GO:BP,GO:0045058,T cell selection,0.0001338071146739505,True,"""The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."" [ISBN:0781735149, PMID:12414722]",57,40,4,21017,0.1,0.07017543859649122,query_1,"['GO:0002376', 'GO:0030217']","['CD3E', 'CD3D', 'CD3G', 'BCL11B']","[['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IBA'], ['IEA']]"
GO:BP,GO:0070228,regulation of lymphocyte apoptotic process,0.00014980683384668725,True,"""Any process that modulates the occurrence or rate of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]",59,40,4,21017,0.1,0.06779661016949153,query_1,"['GO:0070227', 'GO:2000106']","['CD3G', 'IL7R', 'BCL11B', 'CD27']","[['IMP'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0050776,regulation of immune response,0.00015490098077447284,True,"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",897,40,10,21017,0.25,0.011148272017837236,query_1,"['GO:0002682', 'GO:0006955', 'GO:0048583']","['CD3E', 'CD3D', 'LCK', 'RPS3', 'CD3G', 'IL7R', 'CD247', 'HSPA8', 'LAT', 'SKAP1']","[['NAS', 'IEA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP'], ['NAS'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IMP']]"
GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,0.00015651792157659794,True,"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",366,40,7,21017,0.175,0.01912568306010929,query_1,"['GO:0007159', 'GO:0022407']","['CD3E', 'LCK', 'RPS3', 'IL7R', 'ETS1', 'CD27', 'SKAP1']","[['IMP', 'IEA'], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IEA'], ['IMP'], ['IEA'], ['IDA']]"
