Term_ID,Term,p_value,intersection_size,avg_log2fc,intersecting_genes,calculated_intersection_count
KEGG:05202,Transcriptional misregulation in cancer,0.5933692907435623,1,4.691773414611816,BCL11B,1
KEGG:05167,Kaposi sarcoma-associated herpesvirus infection,0.5933692907435623,1,4.028983116149902,TCF7,1
KEGG:05130,Pathogenic Escherichia coli infection,0.5933692907435623,1,1.2592203617095947,RPS3,1
KEGG:05417,Lipid and atherosclerosis,0.6178319973403535,1,1.4021910429000854,HSPA8,1
KEGG:05020,Prion disease,0.7032215035925781,1,1.4021910429000854,HSPA8,1
KEGG:04010,MAPK signaling pathway,0.7347837625768635,1,1.4021910429000854,HSPA8,1
KEGG:05165,Human papillomavirus infection,0.7598773777334071,1,4.028983116149902,TCF7,1
KEGG:04151,PI3K-Akt signaling pathway,0.7775823044242041,1,5.389932155609131,IL7R,1
KEGG:01100,Metabolic pathways,1.0,1,2.3563857078552246,LDHB,1
KEGG:00000,KEGG root term,1.0,33,3.034451806184017,"CD3E,IL32,CD3D,LCK,RPS3,CD3G,IL7R,RPS29,LDHB,RPL3,CD7,EVL,RPS12,CD247,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,BCL11B,ACAP1,HSPA8,ETS1,LAT,CD27,RORA,CTSW,GYPC,LTB,SKAP1",33
